Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,eimeria_identification,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,replicate,Sample_ID,dna_quantification,eimeria_qpcr
SRR9326469,AMPLICON,600,28956792,PRJNA548431,SAMN12092021,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",19244626,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093429,Germany,Europe,Germany:Bayern,Mus musculus,Illumina MiSeq,50.1814 N 11.7625 E,07-SK2674-chip1_S29,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,07-SK2674-chip1,SRP201188,Technical replicate 1,SK_2674-chip1,,
SRR9326471,AMPLICON,600,60927226,PRJNA548431,SAMN12092019,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",39670858,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Colon,Content,SRX6093427,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.2161 N 13.3067 E,06-SK2672-chip1_S43,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,06-SK2672-chip1,SRP201188,Technical replicate 1,SK_2672-chip1,,
SRR9326472,AMPLICON,600,45883247,PRJNA548431,SAMN12092028,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",29659466,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093426,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.2161 N 13.3067 E,10-SK2679-chip2_S87,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,10-SK2679-chip2,SRP201188,Technical replicate 2,SK_2679-chip2,,
SRR9326473,AMPLICON,600,40676562,PRJNA548431,SAMN12092027,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",26098527,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093425,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.2161 N 13.3067 E,10-SK2679-chip1_S7,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,10-SK2679-chip1,SRP201188,Technical replicate 1,SK_2679-chip1,,
SRR9326474,AMPLICON,600,32990854,PRJNA548431,SAMN12092108,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",21500578,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093424,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.15166666 N 12.53194444 E,32-SK2793-chip2_S70,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,32-SK2793-chip2,SRP201188,Technical replicate 2,SK_2793-chip2,,
SRR9326475,AMPLICON,599,47602303,PRJNA548431,SAMN12092107,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",30588037,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093423,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.15166666 N 12.53194444 E,32-SK2793-chip1_S28,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,32-SK2793-chip1,SRP201188,Technical replicate 1,SK_2793-chip1,,
SRR9326476,AMPLICON,600,46352167,PRJNA548431,SAMN12092106,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",29563034,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093422,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.15138888 N 12.53083333 E,31-SK2792-chip2_S90,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,31-SK2792-chip2,SRP201188,Technical replicate 2,SK_2792-chip2,,
SRR9326477,AMPLICON,600,44208807,PRJNA548431,SAMN12092105,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",28932521,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093421,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.15138888 N 12.53083333 E,31-SK2792-chip1_S15,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,31-SK2792-chip1,SRP201188,Technical replicate 1,SK_2792-chip1,,
SRR9326478,AMPLICON,600,63850387,PRJNA548431,SAMN12092104,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",40428507,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093420,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,49.98777777 N 12.40861111 E,30-SK2789-chip2_S68,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,30-SK2789-chip2,SRP201188,Technical replicate 2,SK_2789-chip2,,
SRR9326479,AMPLICON,599,1618668,PRJNA548431,SAMN12092103,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",1208273,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093419,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,49.98777777 N 12.40861111 E,30-SK2789-chip1_S46,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,30-SK2789-chip1,SRP201188,Technical replicate 1,SK_2789-chip1,,
SRR9326480,AMPLICON,600,53200156,PRJNA548431,SAMN12092102,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",33629255,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093418,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.21138888 N 12.57972222 E,29-SK2779-chip2_S84,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,29-SK2779-chip2,SRP201188,Technical replicate 2,SK_2779-chip2,,
SRR9326481,AMPLICON,600,1656722,PRJNA548431,SAMN12092101,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",1241203,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093417,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.21138888 N 12.57972222 E,29-SK2779-chip1_S47,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:27:00Z,1,29-SK2779-chip1,SRP201188,Technical replicate 1,SK_2779-chip1,,
SRR9326483,AMPLICON,600,44631010,PRJNA548431,SAMN12092099,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",28665615,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria vermiformis,Gastrointestinal tract,Colon,Content,SRX6093415,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.06916666 N 13.38416666 E,28-SK2778-chip1_S12,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,28-SK2778-chip1,SRP201188,Technical replicate 1,SK_2778-chip1,,
SRR9326485,AMPLICON,599,15171977,PRJNA548431,SAMN12092141,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",10622581,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,missing,missing,missing,SRX6093413,uncalculated,uncalculated,missing,missing,Illumina MiSeq,missing,47-H2O-chip1_S9,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,47-H2O-chip1,SRP201188,Technical replicate 1,47-H2O-chip1,,
SRR9326487,AMPLICON,600,14711414,PRJNA548431,SAMN12092139,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",10027483,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Plant tissue,missing,missing,SRX6093411,Germany,Europe,Germany: Berlin,missing,Illumina MiSeq,missing,46-DNA-Agave-chip1_S6,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,46-DNA-Agave-chip1,SRP201188,Technical replicate 1,46-DNA-Agave-chip1,,
SRR9326491,AMPLICON,600,117403019,PRJNA548431,SAMN12092143,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",76086968,HUMBOLDT UNIVERSITY BERLIN,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093407,Czech Republic,Europe,Czech Republic:Plesnice,Apodemus flavicollis,Illumina MiSeq,49.772867 N 13.187083 E,47AF-PLE-chip3_S124,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,47AF-PLE-chip3,SRP201188,Technical replicate 1,47AF-PLE-chip3,,
SRR9326493,AMPLICON,600,36237817,PRJNA548431,SAMN12092147,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",23021982,HUMBOLDT UNIVERSITY BERLIN,2016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria sp.,Gastrointestinal tract,Faeces,missing,SRX6093405,Bulgaria,Europe,Bulgaria:Plovdiv,Mus musculus,Illumina MiSeq,missing,49-BG-chip3_S143,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,49-BG-chip3,SRP201188,Technical replicate 1,49-BG-chip3,,
SRR9326496,AMPLICON,600,103833405,PRJNA548431,SAMN12092071,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",67004324,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093402,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21655AA-chip3_S131,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,21655AA-chip3,SRP201188,Technical replicate 1,21655AA-chip3,,
SRR9326497,AMPLICON,600,89831849,PRJNA548431,SAMN12092072,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",58441999,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093401,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21655AA-chip4_S155,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,21655AA-chip4,SRP201188,Technical replicate 2,21655AA-chip4,,
SRR9326498,AMPLICON,600,88934565,PRJNA548431,SAMN12092069,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",57475869,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093400,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21650AA-chip3_S111,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,21650AA-chip3,SRP201188,Technical replicate 1,21650AA-chip3,,
SRR9326499,AMPLICON,600,111236551,PRJNA548431,SAMN12092070,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",73212921,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093399,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21650AA-chip4_S148,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,21650AA-chip4,SRP201188,Technical replicate 2,21650AA-chip4,,
SRR9326500,AMPLICON,600,74941320,PRJNA548431,SAMN12092075,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",48595944,HUMBOLDT UNIVERSITY BERLIN,2010,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093398,Slovakia,Europe,Slovakia:Kosice,Apodemus flavicollis,Illumina MiSeq,48.750083 N 21.252967 E,21833AF-chip3_S106,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,21833AF-chip3,SRP201188,Technical replicate 1,21833AF-chip3,,
SRR9326502,AMPLICON,600,73964197,PRJNA548431,SAMN12092073,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",47944251,HUMBOLDT UNIVERSITY BERLIN,2008,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093396,Slovakia,Europe,Slovakia:Rozhanovce,Apodemus agrarius,Illumina MiSeq,48.754567 N 21.3766 E,21668AA-chip3_S141,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,21668AA-chip3,SRP201188,Technical replicate 1,21668AA-chip3,,
SRR9326504,AMPLICON,600,67872485,PRJNA548431,SAMN12092077,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",43770524,HUMBOLDT UNIVERSITY BERLIN,2009,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria alorani,Gastrointestinal tract,Faeces,missing,SRX6093394,Slovakia,Europe,Slovakia:Kosice,Apodemus agrarius,Illumina MiSeq,48.750083 N 21.252967 E,21882AA-chip3_S117,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,21882AA-chip3,SRP201188,Technical replicate 1,21882AA-chip3,,
SRR9326509,AMPLICON,600,78623074,PRJNA548431,SAMN12092117,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",51062653,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria falciformis,Gastrointestinal tract,Colon,Content,SRX6093389,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7969 N 13.3994 E,37-SK2809-chip1_S30,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,37-SK2809-chip1,SRP201188,Technical replicate 1,SK_2809-chip1,,
SRR9326510,AMPLICON,600,50209490,PRJNA548431,SAMN12092118,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",32862097,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria falciformis,Gastrointestinal tract,Colon,Content,SRX6093388,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7969 N 13.3994 E,37-SK2809-chip2_S77,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,37-SK2809-chip2,SRP201188,Technical replicate 2,SK_2809-chip2,,
SRR9326511,AMPLICON,600,117752927,PRJNA548431,SAMN12092115,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",76825175,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria falciformis,Gastrointestinal tract,Colon,Content,SRX6093387,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7969 N 13.3994 E,36-SK2808-chip1_S24,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,36-SK2808-chip1,SRP201188,Technical replicate 1,SK_2808-chip1,,
SRR9326514,AMPLICON,600,41325943,PRJNA548431,SAMN12092114,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",26913629,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093384,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7969 N 13.3994 E,35-SK2807-chip2_S66,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,35-SK2807-chip2,SRP201188,Technical replicate 2,SK_2807-chip2,,
SRR9326520,AMPLICON,600,99141858,PRJNA548431,SAMN12092196,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",63983217,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria kaunensis,Gastrointestinal tract,Faeces,missing,SRX6093378,Slovakia,Europe,Slovakia:Bratislava,Apodemus flavicollis,Illumina MiSeq,48.17595 N 17.071267 E,SK202-chip4_S171,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,SK202-chip4,SRP201188,Technical replicate 2,SK202-chip4,,
SRR9326522,AMPLICON,600,101659215,PRJNA548431,SAMN12092194,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",66076925,HUMBOLDT UNIVERSITY BERLIN,2010,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093376,Czech Republic,Europe,Czech Republic:Litvinov,Apodemus flavicollis,Illumina MiSeq,50.673317 N 13.562067 E,SB5-chip4_S157,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,SB5-chip4,SRP201188,Technical replicate 2,SB5-chip4,,
SRR9326523,AMPLICON,600,54535173,PRJNA548431,SAMN12092191,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",35067998,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093375,Russia,Europe,Russia:Pskov,Apodemus uralensis,Illumina MiSeq,57.864850 N 28.357833 E,RUS1-14-chip3_S125,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,RUS1-14-chip3,SRP201188,Technical replicate 1,RUS1-14-chip3,,
SRR9326525,AMPLICON,600,112413862,PRJNA548431,SAMN12092189,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",71955438,HUMBOLDT UNIVERSITY BERLIN,2010,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093373,Czech Republic,Europe,Czech Republic:Litvionov,Apodemus flavicollis,Illumina MiSeq,50.673317 N 13.562067 E,RR196-chip3_S126,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,RR196-chip3,SRP201188,Technical replicate 1,RR196-chip3,,
SRR9326527,AMPLICON,600,16151179,PRJNA548431,SAMN12092093,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",10998513,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Negative,Gastrointestinal tract,Colon,Content,SRX6093371,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1197 N 12.2503 E,25-SK2717-chip1_S42,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,25-SK2717-chip1,SRP201188,Technical replicate 1,SK_2717-chip1,,
SRR9326528,AMPLICON,600,107133492,PRJNA548431,SAMN12092197,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",68922863,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria apionodes,Gastrointestinal tract,Faeces,missing,SRX6093370,Slovakia,Europe,Slovakia:Bratislava,Apodemus flavicollis,Illumina MiSeq,48.17595 N 17.071267 E,SK219-chip3_S123,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,SK219-chip3,SRP201188,Technical replicate 1,SK219-chip3,,
SRR9326531,AMPLICON,600,30554051,PRJNA548431,SAMN12092013,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",19454114,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093367,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1494 N 13.2308 E,03-SK2663-chip1_S31,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:28:00Z,1,03-SK2663-chip1,SRP201188,Technical replicate 1,SK_2663-chip1,,
SRR9326533,AMPLICON,600,53873484,PRJNA548431,SAMN12092128,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",35490054,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093365,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.733898 N 13.666418 E,41-SK2827-chip2_S80,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,41-SK2827-chip2,SRP201188,Technical replicate 2,SK_2827-chip2,,
SRR9326534,AMPLICON,600,78264755,PRJNA548431,SAMN12092127,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",50189925,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093364,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.733898 N 13.666418 E,41-SK2827-chip1_S8,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,41-SK2827-chip1,SRP201188,Technical replicate 1,SK_2827-chip1,,
SRR9326535,AMPLICON,600,41365274,PRJNA548431,SAMN12092015,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",25984284,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093363,Czech Republic,Europe,Czech Republic:Bohemia,Mus musculus,Illumina MiSeq,50.1494 N 13.2308 E,04-SK2664-chip1_S11,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,04-SK2664-chip1,SRP201188,Technical replicate 1,SK_2664-chip1,,
SRR9326540,AMPLICON,600,52093382,PRJNA548431,SAMN12092120,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",33273163,HUMBOLDT UNIVERSITY BERLIN,2014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Eimeria ferrisi,Gastrointestinal tract,Colon,Content,SRX6093358,Germany,Europe,Germany:Brandenburg,Mus musculus,Illumina MiSeq,52.7969 N 13.3994 E,38-SK2810-chip2_S78,PAIRED,PCR,METAGENOMIC,invertebrate metagenome,ILLUMINA,2019-07-02T00:00:00Z,2019-06-19T10:29:00Z,1,38-SK2810-chip2,SRP201188,Technical replicate 2,SK_2810-chip2,,
